Program Level,Area of Study,Special Requirements,Course,Course URL,University,Duration,Open Semesters,Closed Semesters,Speciality,Rankings,Yearly Tuition Fee,Application Fee,State,College URL,College Logo,University Course URL,Campus,Entry Requirements,Remarks,Standardized Test Requirements,Application Deadline,Last Updated Date,TOEFL iBT Overall,IELTS Overall,IELTS no Band Less Than,PTE Overall,TOEFL iBT no Bands Less Than,DET Score,More Info
UG,Computer Science and Information Technology,"TOEFL iBT, IELTS, Without GRE, Without GMAT, Application Fee Waiver (upto 100%)","BSc Computer Science & Digital Technologies (APS required, TestAS waiver possible)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MTgyNDg2&year=2026,FOM Hochschule - University of Applied Sciences for Economics and Management,36 Month(s),"Apr, Oct",,"Affordable University, Major City",,"EUR 12,300",No application fee,Not found,http://www.fom-international.com/en/worldwide/incomings.html,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/fom-hochschule---university-of-applied-sciences-for-economics-and-management-bd56be9a.png,https://www.fom-international.com/en/international-bachelor/computer-science-and-digital-technolgies.html,Essen,Grade 12 with minimum 60% from a recognized institution in the relevent discipline. Applicant needs to attend FOM entrance examination or TestAS.,"IELTS/TOEFL is a mandatory requirement. Important Note: The university might issue an unconditional offer based on PTE/DET, but these 2 documents are not accepted by the German high commission for student visa. For German student visa IELTS/TOEFL is a mandatory requirement. Student needs to pay Regsitration Fees of € 500 which will be Non-refundable. Tuition fees mentioned is for 1st Year, 2nd & 3rd Year Tuition fees will be € 6,779. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: ASAP, Oct: 15 Aug",Last Updated on: 04 Oct 2025,72,5.5,5,,,,yes
UG,Engineering and Engineering Trades,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","B.Eng in Applied Mechatronic Systems (Berlin Campus) (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTcw&year=2026,SRH University – Berlin Campus,42 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 10,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/bachelor/applied-mechatronic-systems/e/,Berlin,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 38,150. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr: 14 Feb, Oct: 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","B.Mus. in Classical Music (Berlin Campus) (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTg3&year=2026,SRH University – Berlin Campus,42 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 18,500",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/bachelor/classical-music/m/,Berlin,"For admission to this program, the students should have completed 13 years of education with minimum 60% or higher from a recognised institution and two songs in MP3 format: For studies, student must choose and present an instrument (or vocals) as the main subject. Please upload student compositions or interpretations of foreign pieces with the application (each lasting 1-4 minutes). 13 years of Education includes 10+2+1st year of University Education.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 64,750. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in Film & Motion Design (Berlin Campus) (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTc1&year=2026,SRH University – Berlin Campus,42 Month(s),Oct,,"Affordable University, High Job Demand",,"EUR 9,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/bachelor/degree-film-and-motion-design-berlin/,Berlin,"For admission to this program, the students should have completed 13 years of education with minimum 60% or higher from a recognised institution. 13 years of education includes 10+2+1st year of University Education. Portfolio is required with about 2 - 3 works from the cinematic field (e.g. script, scenic sketches, storyboard or links to finished works on Vimeo or YouTube).","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 34,650. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,"Arts, Journalism and Information","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in Advertising & Brand Design - (Berlin Campus) (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTYy&year=2026,SRH University – Berlin Campus,42 Month(s),Oct,,"Affordable University, High Job Demand",,"EUR 9,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/bachelor/degree-advertising-communication-berlin/,Berlin,"For admission to this program, the students should have completed 13 years of education with minimum 60% or higher from a recognised institution & Portfolio with approx. 10 creative works. 13 years of education includes 10+2+1st year of University Education.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be €34,650. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in Audio Design (Berlin Campus) (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTYz&year=2026,SRH University – Berlin Campus,42 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 9,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/bachelor/degree-sound-engineering-berlin/,Berlin,"For admission to this program, the students should have completed 13 years of education with minimum 60% or higher from a recognised institution & Artistic works: three one-minute MP3s as independent artistic works. 13 years of education includes 10+2+1st year of University Education.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 34,650. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in Creative Industries Management (Berlin Campus) (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTU5&year=2026,SRH University – Berlin Campus,42 Month(s),Oct,,"Affordable University, High Job Demand",,"EUR 9,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/bachelor/degree-creative-industries-management-berlin/,Berlin,"For admission to this program, the students should have completed 13 years of education with minimum 60% or higher from a recognised institution. 13 years of eeducation includes 10+2+1st year of University Education.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 34,650. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,Arts,"PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in Illustration- (Berlin Campus) (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTYw&year=2026,SRH University – Berlin Campus,42 Month(s),Oct,,"Affordable University, High Job Demand",,"EUR 9,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/bachelor/degree-illustration-berlin/,Berlin,"For admission to this program, the students should have completed 13 years of education with minimum 60% or higher from a recognised institution & Portfolio with approx. 20 own creative works. 13 years of education includes 10+2+1st year of University Education.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 34,650. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,"Architecture and Building, Arts","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in Interior Design and Scenography (Berlin Campus) (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTg4&year=2026,SRH University – Berlin Campus,42 Month(s),Oct,,"Affordable University, High Job Demand",,"EUR 9,900",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-university.de/en/bachelor/interior-design-scenography/c/,Berlin,"For admission to this program, the students should have completed 13 years of education with minimum 60% or higher from a recognised institution. 13 years of Education includes 10+2+1st year of University Education. A relevant portfolio is required.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 34,650. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,Oct : 31 Jul,Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in International Business Administration (Fast Track) - Berlin Campus (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTcy&year=2026,SRH University – Berlin Campus,36 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 11,000",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/bachelor/degree-business-administration-berlin/,Berlin,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT, Without Maths, Application Fee Waiver (upto 100%)","BA in International Business Administration (International Experience Track) - Berlin Campus (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTU3&year=2026,SRH University – Berlin Campus,42 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 10,200",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/bachelor/degree-business-administration-berlin/,Berlin,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 35,700. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT","BA in International Business Administration - Business Psychology (Fast Track) - Berlin Campus (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTg0&year=2026,SRH University – Berlin Campus,36 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 11,000",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/bachelor/degree-business-psychology-berlin/,Berlin,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr :14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
UG,"Commerce, Business and Administration","PTE, TOEFL iBT, IELTS, Without GRE, Without GMAT","BA in International Business Administration - Business Psychology (International Experience Track) - Berlin Campus (TestAs waiver, APS required)",https://www.coursefinder.ai/SearchProgram/CourseDetail?uid=MjA5MTgz&year=2026,SRH University – Berlin Campus,42 Month(s),"Apr, Oct",,"Affordable University, High Job Demand",,"EUR 10,200",No application fee,Germany,http://www.srh-university.de/en/,https://blr1.digitaloceanspaces.com/eecglobal/university-logos/srh-university--berlin-campus-57a86a5c.png,https://www.srh-berlin.de/en/bachelor/degree-business-psychology-berlin/,Berlin,"Grade 12 with minimum 60% or higher from State, CBSE and ICSE Boards.","IELTS/TOEFL/PTE is a mandatory requirement. Important Note: The University might issue an unconditional offer based on PTE, but this document is not accepted by the German High Commission for student visa. For German student visa, IELTS/TOEFL is a mandatory requirement. Tuition fee mentioned is for 1 year, the total tuition fee will be € 35,700. For all the students from Nepal and Bangladesh, 70-75% in their previous studies is a mandatory requirement to avoid visa rejection. An additional enrolment fee of € 1,000 is to be paid once at the start of the programme. All concerned applicants will be requested to pay the full first year of tuition fees in advance to receive their ""Letter of Admission"". This program of 3.5 years duration (7 semesters) includes a 6-month internship/semester abroad. DET with an overall score of 95 is accepted in SRH for Nepal students only. Students applying to SRH University of Applied Sciences are not required to obtain Test AS certificate to study in Germany. Before submitting the application to the institution, KC team will connect with the student for an initial discussion over a video call through WhatsApp/Google Meet/Teams Meeting.",No Test Requirement,"Apr : 14 Feb,  Oct : 31 Jul",Last Updated on: 18 Sep 2025,87,6.5,6,59,,,yes
